f1,f2,f3,f4,f5,ax,ay,az,posture,label
1088.2,256.6,351.6,3551.4,190.8,14842.4,-5266.8,6358.4,D,
1088.1,256.5,351.2,3551.7,190.8,14868.0,-5221.6,6370.0,D,
1089.0,256.1,351.6,3553.0,190.9,14879.2,-5212.8,6400.0,D,
1089.3,255.5,350.6,3552.4,190.6,14916.0,-5224.4,6420.4,D,
1089.4,255.7,350.0,3554.3,191.3,14907.6,-5185.6,6401.2,D,
1089.5,256.2,349.8,3553.8,191.5,14899.2,-5190.0,6413.2,D,
1089.3,253.7,349.0,3553.7,191.7,14913.6,-5170.8,6406.8,D,
1090.6,255.2,349.0,3553.7,191.3,14891.2,-5171.6,6414.4,D,
1090.6,255.1,348.7,3553.6,190.1,14896.4,-5212.4,6442.0,D,
1091.3,255.7,348.2,3554.4,190.8,14932.4,-5192.8,6466.8,D,
1091.7,256.2,348.0,3554.6,191.1,14916.8,-5215.6,6520.8,D,
1091.7,256.4,347.1,3554.0,191.4,14898.0,-5240.4,6528.8,D,
1090.6,257.1,346.7,3553.1,191.8,14853.6,-5220.8,6543.2,D,
1089.8,258.1,346.4,3549.9,191.9,14806.4,-5205.6,6538.0,D,
1089.8,258.0,347.5,3548.6,191.6,14803.6,-5212.0,6565.6,D,
1089.4,258.1,347.7,3548.6,192.6,14779.2,-5218.8,6580.8,D,
1089.5,259.5,347.5,3547.9,192.5,14752.0,-5231.2,6614.4,D,
1089.7,258.0,347.3,3547.8,193.3,14738.8,-5236.4,6643.6,D,
1090.0,258.0,347.3,3548.1,194.5,14712.8,-5227.6,6694.4,D,
1089.5,258.0,347.5,3548.9,194.5,14703.2,-5212.0,6728.4,D,
1088.9,256.1,347.2,3549.5,194.4,14710.0,-5220.0,6796.0,D,
1088.1,252.8,347.9,3549.9,194.6,14707.2,-5251.2,6826.8,D,
1088.2,252.4,347.0,3550.0,194.6,14726.8,-5263.6,6778.8,D,
1088.3,250.9,347.1,3554.0,194.6,14733.6,-5262.0,6790.0,D,
1088.2,250.5,346.1,3553.8,194.6,14754.0,-5245.6,6801.6,D,
1088.5,249.8,345.5,3553.9,189.0,14771.6,-5229.2,6765.2,D,
1088.6,249.6,346.4,3554.5,189.7,14745.6,-5203.6,6761.2,D,
1087.3,250.1,346.1,3554.2,189.2,14745.2,-5170.4,6726.4,D,
1085.5,250.8,345.9,3553.4,189.8,14737.2,-5133.2,6679.2,D,
1085.2,250.7,344.9,3551.8,189.7,14736.4,-5131.2,6644.0,D,
1085.3,252.6,344.7,3550.8,189.9,14727.6,-5109.2,6593.6,D,
1085.9,255.7,344.6,3551.2,190.0,14723.6,-5094.4,6637.6,D,
1085.8,255.8,347.1,3551.2,189.7,14753.2,-5087.6,6662.0,D,
1086.0,255.8,346.9,3551.5,191.1,14750.0,-5069.6,6667.6,D,
1084.6,256.1,346.8,3552.1,191.1,14742.0,-5044.0,6654.8,D,
1084.1,256.7,347.3,3552.4,195.3,14748.8,-5003.6,6660.8,D,
1083.8,256.6,346.8,3551.8,194.8,14806.4,-5004.4,6646.4,D,
1085.3,258.0,346.7,3552.4,194.9,14852.4,-5014.8,6652.8,D,
1087.3,257.7,346.8,3552.7,194.6,14890.8,-5051.2,6694.4,D,
1087.2,257.8,348.5,3552.5,195.3,14893.2,-5070.0,6728.0,D,
1087.0,257.7,349.0,3552.9,195.4,14922.0,-5074.4,6700.4,D,
1086.7,258.0,349.1,3551.1,194.6,14905.2,-5043.2,6648.4,D,
1086.7,258.3,346.9,3551.7,194.7,14865.2,-5016.8,6673.2,D,
1086.4,258.5,347.6,3551.1,193.7,14878.0,-5001.6,6669.6,D,
1087.8,257.4,347.6,3550.3,193.2,14864.0,-5018.4,6716.0,D,
1088.6,255.8,347.9,3549.7,193.3,14879.6,-5068.8,6741.2,D,
1088.5,256.5,348.4,3550.5,192.7,14852.4,-5064.0,6736.8,D,
1088.0,255.0,347.9,3551.3,192.4,14822.8,-5073.6,6740.4,D,
1087.4,255.1,348.2,3551.2,192.7,14810.0,-5035.6,6696.4,D,
1087.4,255.0,347.9,3551.1,192.5,14824.0,-5025.2,6696.8,D,
1087.5,254.9,349.5,3551.1,192.0,14840.0,-5039.6,6690.8,D,
1087.8,253.5,349.9,3552.4,190.7,14856.8,-5028.8,6741.2,D,
1087.9,253.4,350.5,3548.2,191.1,14866.8,-5068.4,6728.8,D,
1088.9,253.4,349.9,3548.7,190.9,14848.4,-5089.2,6721.6,D,
1088.9,255.7,350.4,3549.1,191.4,14852.8,-5094.8,6679.2,D,
1088.3,259.0,350.4,3549.1,191.6,14832.0,-5056.0,6675.6,D,
1088.4,258.1,349.8,3548.9,192.3,14830.4,-5070.8,6675.2,D,
1088.3,258.2,350.8,3547.9,192.2,14831.6,-5046.0,6668.4,D,
1089.8,257.1,351.1,3548.5,192.4,14827.2,-5060.0,6688.4,D,
1089.8,257.2,352.3,3547.4,192.7,14804.0,-5050.4,6684.4,D,
1089.2,257.5,351.1,3549.7,193.4,14782.8,-5026.4,6697.2,D,
1089.2,258.6,351.1,3550.1,195.2,14809.6,-5027.2,6647.6,D,
1089.1,259.4,350.6,3553.7,194.7,14817.6,-5006.0,6650.4,D,
1088.2,259.2,351.5,3553.5,194.6,14832.8,-4998.0,6677.6,D,
1088.3,258.1,351.2,3553.4,194.7,14848.4,-5041.6,6672.4,D,
1088.7,256.5,350.2,3553.7,194.6,14826.8,-5080.4,6682.0,D,
1088.9,256.8,350.8,3553.9,194.9,14823.6,-5087.2,6697.2,D,
1089.9,257.2,351.1,3554.2,195.3,14820.8,-5096.4,6690.4,D,
1089.0,258.4,350.8,3555.4,195.1,14819.2,-5097.2,6675.6,D,
1089.2,259.4,349.5,3554.4,195.5,14844.8,-5127.6,6682.8,D,
1089.9,259.2,349.5,3556.5,195.6,14849.2,-5139.2,6686.8,D,
1089.2,259.3,349.6,3556.4,195.6,14807.2,-5174.4,6685.2,D,
1089.2,258.6,349.8,3556.2,196.5,14836.0,-5139.6,6650.8,D,
1087.5,259.9,349.5,3556.1,197.4,14830.8,-5144.4,6655.2,D,
1086.9,260.1,349.9,3555.8,197.4,14821.2,-5132.4,6633.2,D,
1086.8,263.9,351.2,3556.2,197.3,14824.4,-5119.2,6616.0,D,
1085.1,265.1,349.1,3555.8,197.1,14824.0,-5132.8,6607.2,D,
1084.1,264.9,349.9,3555.1,198.0,14791.2,-5102.4,6494.0,D,
1083.0,264.9,349.3,3553.8,197.3,14810.8,-5062.4,6478.0,D,
1082.7,263.8,349.2,3556.7,196.3,14777.2,-5062.8,6464.8,D,
1082.4,264.1,349.1,3552.9,195.7,14792.8,-5068.8,6471.2,D,
1081.9,263.9,348.4,3552.7,195.4,14843.6,-5021.2,6465.6,D,
1079.4,256.0,347.7,3552.9,194.6,14822.4,-5066.0,6499.2,D,
1082.0,255.0,347.2,3553.1,193.9,14810.8,-5101.2,6512.8,D,
1082.2,254.9,346.8,3553.3,194.2,14810.4,-5106.4,6546.8,D,
1087.0,251.2,346.1,3552.8,194.1,14798.4,-5121.2,6555.6,D,
1088.5,250.0,347.6,3552.9,193.8,14794.0,-5125.6,6575.6,D,
1088.4,249.8,346.0,3553.5,193.8,14865.6,-5130.8,6691.6,D,
1089.2,249.3,346.0,3554.4,193.3,14856.8,-5164.8,6712.8,D,
1088.8,249.3,345.9,3554.2,193.5,14892.4,-5138.4,6719.2,D,
1089.5,248.7,345.7,3554.0,194.0,14880.0,-5148.4,6702.8,D,
1088.9,250.1,346.3,3554.2,194.4,14837.6,-5187.2,6720.4,D,
1091.7,258.3,346.4,3555.7,194.5,14844.8,-5216.8,6689.6,D,
1089.2,259.0,345.6,3555.3,194.5,14834.4,-5203.6,6651.6,D,
1093.1,259.0,344.9,3555.1,194.4,14827.6,-5199.2,6645.2,D,
1088.3,259.0,344.5,3552.1,195.0,14828.4,-5206.0,6657.2,D,
1088.8,258.6,344.8,3550.5,195.1,14824.0,-5204.8,6638.0,D,
1088.9,258.7,344.7,3550.0,194.2,14774.0,-5214.8,6651.6,D,
1089.6,257.9,345.4,3549.0,193.5,14777.2,-5227.6,6660.0,D,
1091.0,257.9,344.6,3548.9,192.9,14772.8,-5243.6,6649.2,D,
1092.1,258.4,343.5,3549.2,192.7,14760.0,-5257.2,6657.2,D,
1093.7,260.5,343.4,3549.2,192.9,14779.2,-5255.2,6635.2,D,
1092.7,261.4,343.4,3547.5,192.9,14740.0,-5231.6,6621.2,D,
1091.6,261.7,344.1,3547.6,192.9,14743.6,-5219.2,6601.2,D,
1087.1,261.9,344.7,3554.0,192.8,14752.0,-5213.2,6593.6,D,
1086.0,261.8,344.8,3557.3,193.5,14785.6,-5217.6,6580.0,D,
1086.0,262.2,344.5,3557.5,193.3,14815.6,-5211.2,6522.8,D,
1085.4,262.9,344.6,3557.9,194.5,14825.6,-5245.6,6491.6,D,
1084.4,264.2,343.5,3558.1,195.8,14796.4,-5278.8,6476.4,D,
1083.3,270.4,343.5,3558.5,196.7,14768.8,-5288.8,6473.6,D,
1082.2,268.8,344.1,3557.4,196.7,14779.6,-5242.4,6498.0,D,
1082.3,264.4,342.7,3557.6,196.5,14780.8,-5252.4,6523.6,D,
1079.5,261.1,342.6,3557.6,196.3,14804.0,-5239.6,6563.6,D,
1081.9,259.8,342.4,3557.9,196.4,14795.2,-5231.6,6570.4,D,
1082.8,260.1,342.4,3548.3,196.4,14794.0,-5212.0,6566.8,D,
1083.4,260.9,342.5,3550.8,194.6,14781.6,-5177.2,6578.4,D,
1083.1,261.3,343.4,3552.6,194.9,14757.6,-5182.8,6664.4,D,
1083.6,260.3,343.1,3552.7,193.4,14747.2,-5178.4,6700.4,D,
1079.5,260.4,343.8,3553.8,193.6,14736.0,-5192.0,6729.6,D,
1079.7,254.9,344.0,3553.7,193.1,14730.4,-5183.2,6755.2,D,
1079.8,255.9,345.9,3554.1,192.6,14704.4,-5194.0,6732.8,D,
1073.4,259.1,346.5,3554.7,192.5,14694.0,-5179.6,6733.6,D,
1075.6,261.0,346.8,3555.0,193.0,14694.4,-5157.6,6750.0,D,
1076.1,262.0,346.2,3554.9,192.7,14722.8,-5158.4,6744.8,D,
1076.0,261.4,345.7,3550.0,191.8,14721.2,-5192.4,6768.4,D,
1074.9,262.4,344.9,3547.7,192.7,14743.2,-5216.0,6782.0,D,
1075.7,262.4,343.5,3547.8,192.6,14754.0,-5220.8,6761.2,D,
1075.6,262.0,343.3,3547.2,192.8,14744.8,-5232.0,6778.8,D,
1089.9,263.2,342.8,3545.9,192.9,14778.4,-5208.0,6744.0,D,
1089.7,262.0,343.0,3546.2,193.1,14770.8,-5198.0,6741.2,D,
1089.6,267.1,341.1,3546.4,193.6,14795.6,-5196.8,6740.8,D,
1096.0,265.0,341.0,3543.4,193.8,14791.2,-5176.8,6723.2,D,
1097.3,265.5,340.4,3543.6,193.7,14782.8,-5211.2,6727.6,D,
1097.5,264.5,340.8,3543.5,194.6,14769.2,-5222.0,6757.6,D,
1097.3,264.8,340.4,3552.8,195.2,14769.2,-5208.0,6741.2,D,
1099.1,263.5,341.0,3552.5,194.9,14758.8,-5163.2,6736.4,D,
1097.7,263.4,341.6,3553.2,195.0,14757.2,-5124.8,6757.2,D,
1097.9,265.1,340.9,3554.2,195.2,14740.8,-5128.0,6722.8,D,
1084.0,266.3,341.8,3554.3,194.8,14718.4,-5136.8,6722.8,D,
1082.1,265.3,341.0,3555.3,195.0,14730.8,-5166.4,6716.4,D,
1080.6,260.9,340.7,3555.2,195.3,14717.6,-5189.2,6734.0,D,
1080.6,261.1,340.7,3557.8,194.9,14716.0,-5230.8,6733.6,D,
1080.5,260.5,340.6,3557.3,195.0,14705.2,-5250.0,6735.2,D,
1079.9,260.5,340.6,3557.8,194.6,14702.0,-5274.4,6725.6,D,
1080.0,260.5,340.7,3557.0,194.6,14706.0,-5304.0,6724.0,D,
1080.0,259.7,340.7,3557.7,194.9,14683.6,-5365.2,6734.0,D,
1080.6,260.3,340.3,3556.6,194.9,14693.6,-5401.2,6692.4,D,
1080.6,261.0,341.9,3555.8,194.9,14703.6,-5400.4,6704.0,D,
1084.5,257.1,341.7,3555.7,195.2,14701.2,-5402.0,6712.0,D,
1086.6,258.8,342.3,3554.3,195.0,14669.2,-5398.4,6686.4,D,
1087.4,258.9,340.5,3552.1,195.0,14643.2,-5372.8,6672.4,D,
1087.4,258.9,340.1,3551.9,195.7,14639.2,-5386.0,6678.0,D,
1086.9,259.3,340.4,3553.1,195.3,14648.0,-5388.8,6674.8,D,
1086.9,259.5,340.0,3553.0,195.4,14664.8,-5377.6,6674.4,D,
1087.3,259.9,340.3,3553.3,195.7,14667.6,-5364.8,6673.2,D,
1091.5,261.1,340.0,3552.7,195.8,14676.0,-5362.4,6654.0,D,
1091.2,260.7,339.5,3553.1,196.1,14659.2,-5362.8,6690.8,D,
1092.4,258.8,338.0,3553.2,196.3,14687.6,-5380.0,6666.0,D,
1096.9,261.5,336.8,3553.6,196.5,14696.4,-5376.8,6696.0,D,
1096.8,260.0,336.3,3553.7,196.2,14748.4,-5378.0,6726.0,D,
1098.2,259.7,337.9,3556.8,196.0,14769.2,-5405.2,6714.0,D,
1098.3,260.1,338.4,3556.6,195.2,14767.6,-5383.2,6725.6,D,
1098.5,259.8,338.4,3555.8,193.5,14761.2,-5369.2,6699.6,D,
1098.7,257.7,338.4,3555.8,193.2,14737.2,-5368.8,6701.2,D,
1098.6,258.4,339.2,3557.3,192.9,14725.6,-5381.6,6702.4,D,
1094.9,256.9,340.2,3557.9,192.8,14722.4,-5392.4,6682.4,D,
1095.4,255.1,340.9,3557.8,192.8,14717.2,-5394.0,6668.4,D,
1095.2,255.4,341.6,3558.7,192.7,14712.4,-5370.0,6684.4,D,
1090.6,254.7,341.6,3556.6,192.1,14714.8,-5374.8,6627.6,D,
1090.6,256.4,342.0,3559.3,192.2,14672.8,-5369.2,6610.8,D,
1089.4,256.7,343.0,3558.8,192.6,14670.4,-5381.6,6616.8,D,
1088.5,256.3,343.3,3559.7,193.2,14675.2,-5372.8,6583.2,D,
1089.4,255.9,343.3,3559.8,195.0,14669.2,-5376.4,6620.0,D,
1091.5,259.7,343.2,3560.0,195.9,14690.4,-5402.8,6616.4,D,
1091.7,260.0,341.2,3558.0,196.2,14692.8,-5384.0,6624.8,D,
1082.7,259.4,340.2,3558.7,196.4,14709.6,-5375.6,6664.0,D,
1082.4,264.3,340.0,3558.6,196.6,14717.6,-5380.8,6647.6,D,
1081.4,264.0,340.5,3559.4,195.6,14704.0,-5393.2,6671.6,D,
1079.5,263.8,341.0,3561.3,196.4,14706.8,-5378.4,6677.2,D,
1078.2,263.6,341.8,3558.5,197.3,14717.6,-5372.8,6671.6,D,
1078.1,263.3,341.0,3558.2,197.3,14716.0,-5340.0,6656.0,D,
1080.0,265.6,340.7,3557.5,196.9,14694.4,-5347.2,6630.4,D,
1079.9,266.6,340.7,3557.4,197.0,14688.8,-5358.8,6582.0,D,
1078.0,263.5,343.8,3556.9,196.0,14716.4,-5321.2,6561.6,D,
1072.9,261.8,345.1,3556.8,195.8,14766.0,-5331.6,6550.0,D,
1081.9,264.3,345.6,3556.1,195.7,14764.0,-5329.2,6534.8,D,
1081.9,260.9,345.7,3556.1,195.3,14800.8,-5338.0,6514.8,D,
1082.2,261.3,345.2,3554.9,196.2,14866.4,-5276.8,6516.8,D,
1083.6,260.6,345.2,3555.2,196.0,14905.2,-5271.2,6540.8,D,
1084.9,260.4,344.5,3555.5,195.2,14895.6,-5318.8,6575.6,D,
1085.1,260.4,344.7,3555.6,194.9,14874.4,-5324.4,6604.8,D,
1085.2,258.4,344.8,3556.2,195.0,14843.2,-5345.6,6657.2,D,
1084.1,257.8,344.8,3555.8,195.2,14791.6,-5345.6,6669.6,D,
1084.6,258.1,344.8,3556.2,195.3,14736.4,-5370.4,6647.2,D,
1091.0,259.1,342.6,3556.6,195.5,14668.0,-5362.0,6632.4,D,
1090.3,257.7,341.2,3557.4,195.4,14684.4,-5342.0,6560.8,D,
1090.3,258.9,341.9,3556.7,194.8,14656.4,-5337.2,6576.4,D,
1090.7,258.5,342.5,3557.1,195.1,14616.8,-5384.4,6559.2,D,
1091.3,259.9,343.1,3557.1,193.9,14580.0,-5424.8,6539.6,D,
1090.3,261.5,343.6,3557.5,193.2,14597.6,-5407.2,6512.0,D,
1087.0,261.4,343.6,3555.9,193.5,14630.0,-5414.0,6506.4,D,
1086.0,261.5,344.2,3555.5,193.7,14656.4,-5419.2,6505.6,D,
1085.8,262.0,344.7,3555.9,193.7,14705.6,-5410.4,6510.0,D,
1085.0,263.0,340.4,3556.0,194.6,14715.6,-5392.4,6577.6,D,
1083.4,262.2,341.9,3555.8,194.6,14740.0,-5405.6,6600.8,D,
1082.9,261.7,343.2,3550.8,195.0,14712.8,-5405.2,6671.2,D,
1083.0,260.2,342.8,3551.8,195.1,14715.6,-5423.2,6686.4,D,
1081.9,260.4,341.8,3551.2,194.7,14702.8,-5456.8,6699.6,D,
1082.0,260.7,341.1,3551.1,195.5,14699.6,-5402.4,6744.0,D,
1084.7,260.4,340.2,3550.2,196.6,14706.8,-5366.0,6786.0,D,
1093.2,260.6,340.2,3551.9,196.2,14702.0,-5359.6,6781.2,D,
1093.2,260.5,338.0,3552.6,196.0,14712.8,-5326.4,6799.2,D,
1093.2,260.2,337.0,3552.9,195.7,14710.4,-5297.2,6826.4,D,
1093.5,260.3,338.1,3550.3,194.7,14704.0,-5315.6,6815.6,D,
1093.8,260.2,338.1,3551.4,194.8,14702.0,-5316.0,6868.8,D,
1094.9,260.8,337.3,3555.2,194.6,14683.6,-5344.8,6875.6,D,
1095.7,260.9,336.4,3554.9,196.4,14654.4,-5332.8,6938.8,D,
1096.2,261.0,336.2,3556.2,196.6,14656.0,-5294.0,6912.0,D,
1097.3,259.3,335.8,3555.6,197.2,14627.6,-5312.0,6895.2,D,
1089.2,258.6,335.5,3556.5,197.0,14613.6,-5304.4,6884.8,D,
1083.9,252.6,335.0,3557.7,196.9,14603.6,-5315.2,6897.2,D,
1083.6,252.1,336.1,3562.9,197.0,14618.4,-5290.8,6889.6,D,
1084.6,251.2,336.3,3565.4,197.0,14621.6,-5318.8,6884.8,D,
1084.6,251.1,336.3,3568.0,197.8,14621.6,-5299.6,6898.0,D,
1083.4,251.0,336.3,3571.5,198.1,14627.6,-5298.0,6849.2,D,
1082.5,251.4,336.4,3571.5,198.5,14636.8,-5283.2,6864.4,D,
1082.0,251.5,336.4,3571.7,197.9,14654.0,-5257.2,6816.0,D,
1082.5,252.8,336.4,3571.0,197.7,14648.0,-5269.2,6837.6,D,
1082.2,253.9,336.6,3571.3,197.6,14679.6,-5290.8,6845.2,D,
1089.2,254.6,336.6,3570.7,197.5,14690.8,-5307.2,6808.8,D,
1090.8,261.3,336.8,3569.5,197.8,14689.2,-5306.4,6809.2,D,
1091.1,261.9,336.6,3563.4,197.8,14701.2,-5316.4,6800.0,D,
1090.9,262.4,337.4,3560.4,198.1,14705.6,-5304.0,6826.0,D,
1090.9,262.3,337.4,3560.4,197.7,14728.8,-5290.0,6808.8,D,
1091.8,262.7,337.4,3562.1,198.0,14705.2,-5279.2,6821.6,D,
1092.6,262.7,337.4,3563.1,197.6,14705.6,-5267.2,6808.0,D,
1088.7,264.4,337.4,3561.2,197.6,14712.8,-5263.2,6787.6,D,
1088.8,263.3,337.4,3560.6,198.1,14709.6,-5246.4,6810.4,D,
1087.8,263.8,337.9,3560.9,197.9,14709.6,-5212.4,6793.6,D,
1085.5,262.7,337.9,3561.2,198.5,14690.8,-5195.2,6818.8,D,
1083.9,261.7,337.8,3561.3,198.1,14700.4,-5192.0,6823.6,D,
1083.9,261.1,338.6,3561.3,198.3,14688.4,-5209.6,6814.0,D,
1084.9,261.6,337.6,3563.5,199.1,14683.6,-5210.0,6790.8,D,
1085.9,261.5,337.6,3563.3,199.7,14682.4,-5266.4,6760.0,D,
1085.3,261.4,337.6,3557.3,198.8,14693.2,-5225.6,6778.8,D,
1086.3,261.8,336.4,3556.4,198.9,14702.8,-5235.2,6820.0,D,
1091.4,259.9,336.7,3558.3,198.4,14701.2,-5206.4,6848.4,D,
1090.9,259.0,336.0,3558.3,198.0,14696.4,-5210.0,6834.4,D,
1089.0,255.9,334.6,3558.5,198.6,14701.6,-5198.4,6850.4,D,
1091.4,255.8,336.7,3557.8,197.6,14724.4,-5206.4,6833.6,D,
1090.5,256.1,336.7,3564.0,198.2,14709.2,-5184.0,6854.0,D,
1090.9,256.5,335.9,3564.7,198.1,14716.8,-5173.6,6882.4,D,
1089.1,256.6,335.8,3563.4,196.8,14721.6,-5169.2,6865.2,D,
1088.1,257.2,335.8,3563.6,196.4,14704.8,-5129.2,6882.8,D,
1088.8,258.1,335.9,3563.8,196.6,14709.6,-5155.6,6850.4,D,
1088.2,257.9,337.6,3564.5,196.6,14718.4,-5123.2,6783.6,D,
1086.5,260.8,337.4,3564.7,196.6,14724.4,-5156.4,6788.0,D,
1087.6,261.8,339.6,3565.0,196.6,14750.4,-5133.6,6789.2,D,
1090.6,263.0,340.5,3564.4,196.2,14754.4,-5133.6,6770.0,D,
1089.9,262.9,338.4,3566.1,197.3,14767.6,-5122.8,6809.2,D,
1090.8,262.6,338.5,3562.6,196.8,14822.8,-5143.6,6736.0,D,
1090.2,262.1,338.5,3562.3,195.3,14788.4,-5148.4,6749.2,D,
1090.6,262.2,338.6,3562.6,196.0,14810.8,-5115.2,6739.6,D,
1089.0,262.3,338.5,3563.3,195.7,14806.8,-5106.8,6752.4,D,
1088.4,262.1,338.6,3563.6,195.9,14842.8,-5096.4,6742.0,D,
1087.3,261.6,337.8,3564.0,195.8,14854.0,-5104.4,6774.4,D,
1087.4,258.4,338.3,3563.9,195.6,14860.8,-5082.0,6723.2,D,
1085.9,257.8,337.0,3563.6,196.2,14855.6,-5078.0,6693.2,D,
1085.1,258.4,336.8,3562.1,196.3,14852.4,-5049.6,6731.6,D,
1085.0,258.8,337.1,3560.6,196.0,14858.8,-5012.0,6661.6,D,
1085.1,259.2,336.8,3558.1,195.9,14836.0,-5009.6,6655.2,D,
1085.7,259.5,336.8,3558.4,197.6,14884.4,-4958.0,6562.8,D,
1085.9,259.2,336.8,3558.2,197.3,14921.2,-4930.0,6515.6,D,
1087.5,259.2,339.8,3558.3,197.7,14985.2,-4877.6,6424.4,D,
1088.0,258.2,338.5,3557.4,198.5,14985.6,-4838.8,6416.4,D,
1087.0,258.0,338.9,3557.8,199.1,14999.2,-4797.6,6352.0,D,
1087.2,258.5,338.3,3558.0,199.4,15014.0,-4784.8,6351.6,D,
1088.3,258.8,338.2,3554.1,198.7,15050.8,-4771.2,6312.8,D,
1087.7,258.8,338.2,3556.9,198.1,15080.8,-4747.6,6224.0,D,
1088.2,258.4,337.9,3557.7,197.8,15082.0,-4748.8,6238.8,D,
1087.7,258.6,338.2,3558.3,198.5,15115.2,-4681.2,6224.0,D,
1087.0,256.4,338.5,3558.3,198.2,15133.6,-4654.4,6245.6,D,
1088.0,256.7,338.7,3558.1,198.1,15136.0,-4690.8,6267.6,D,
1086.1,256.2,335.9,3557.6,197.4,15108.4,-4688.0,6296.8,D,
1081.3,255.4,337.0,3558.8,196.3,15111.6,-4696.8,6289.2,D,
1082.4,255.7,336.6,3557.5,196.1,15129.2,-4709.2,6274.8,D,
1081.9,255.7,337.8,3558.4,195.8,15146.8,-4672.8,6267.2,D,
1080.4,255.5,338.0,3562.3,195.9,15161.2,-4642.4,6274.0,D,
1080.7,255.8,338.0,3561.1,196.9,15166.0,-4662.8,6241.2,D,
1080.5,256.1,338.0,3560.7,196.7,15186.0,-4634.8,6174.0,D,
1078.2,257.3,338.1,3560.0,196.5,15190.8,-4626.4,6117.2,D,
1078.4,260.2,337.8,3560.3,196.3,15194.0,-4641.2,6062.0,D,
1075.8,260.0,337.7,3560.0,196.7,15180.8,-4578.8,5965.6,D,
1079.3,261.0,336.0,3560.0,196.8,15224.4,-4559.6,5966.4,D,
1084.2,262.1,336.0,3559.3,196.8,15252.4,-4545.2,5943.6,D,
1084.4,261.3,336.3,3559.7,196.8,15253.6,-4501.2,6003.2,D,
1083.8,261.1,335.1,3558.7,197.3,15244.0,-4515.2,5990.0,D,
1084.3,261.0,334.8,3559.4,194.3,15209.2,-4506.4,5991.6,D,
1084.0,261.1,334.8,3559.5,194.5,15222.8,-4498.4,6021.2,D,
1082.3,262.0,334.8,3560.1,194.9,15229.6,-4512.0,6040.0,D,
1087.1,261.2,334.5,3560.6,194.3,15235.6,-4504.4,6105.2,D,
1087.1,261.3,334.5,3557.4,194.7,15230.8,-4487.2,6127.6,D,
1090.8,260.0,334.2,3557.5,194.6,15241.6,-4469.2,6166.4,D,
1089.2,259.9,335.2,3556.9,195.1,15181.2,-4486.8,6164.4,D,
1089.4,259.6,333.2,3555.7,195.5,15114.4,-4564.8,6199.6,D,
1089.4,258.8,333.2,3555.0,194.6,15091.2,-4620.0,6139.6,D,
1090.9,259.3,333.4,3555.2,193.9,15102.0,-4624.0,6177.2,D,
1090.9,259.0,333.6,3555.3,197.3,15159.6,-4677.6,6200.0,D,
1091.2,258.6,333.7,3555.5,196.6,15143.6,-4708.8,6253.2,D,
1094.9,257.7,333.7,3555.9,196.5,15129.2,-4728.0,6296.8,D,
1091.6,256.9,334.2,3556.4,196.9,15097.2,-4768.0,6311.6,D,
1090.3,254.7,334.2,3559.2,196.7,15088.0,-4786.8,6345.6,D,
1088.8,255.9,333.4,3559.8,196.9,15059.2,-4838.4,6396.0,D,
1088.8,255.5,334.0,3560.1,197.2,15087.2,-4818.4,6406.8,D,
1088.5,255.7,336.0,3562.3,197.4,15105.6,-4739.2,6399.6,D,
1088.4,257.3,335.7,3562.6,197.7,15104.4,-4706.4,6413.2,D,
1088.9,257.0,335.3,3561.9,198.0,15079.6,-4696.0,6387.6,D,
1089.0,259.1,335.3,3561.4,197.9,15016.4,-4673.6,6407.2,D,
1091.8,260.4,335.3,3561.9,197.7,15020.0,-4640.0,6362.0,D,
1090.4,260.7,337.3,3561.1,197.1,15014.0,-4618.4,6338.0,D,
1092.1,265.0,337.1,3560.3,197.5,15035.6,-4600.0,6305.6,D,
1093.5,265.2,333.4,3561.0,196.5,15050.8,-4567.6,6365.2,D,
1092.7,265.4,333.7,3559.3,196.0,15068.8,-4575.6,6377.6,D,
1092.8,265.1,334.1,3559.1,195.5,15078.8,-4582.4,6395.6,D,
1092.4,266.1,334.7,3562.3,194.2,15102.8,-4602.4,6376.0,D,
1091.9,267.1,335.0,3562.8,194.8,15108.0,-4592.0,6390.8,D,
1090.8,266.6,335.3,3563.5,195.4,15106.4,-4601.2,6384.8,D,
1090.9,265.9,335.4,3564.9,195.7,15118.0,-4583.2,6332.4,D,
1093.3,264.9,335.3,3565.4,196.2,15108.0,-4581.2,6341.2,D,
1093.7,264.6,333.6,3565.4,196.9,15092.0,-4609.6,6355.6,D,
1093.2,260.4,333.3,3565.4,196.1,15074.4,-4633.6,6405.2,D,
1092.9,261.3,337.3,3560.4,197.3,15064.4,-4681.6,6358.8,D,
1093.7,261.0,338.5,3561.8,197.5,15058.8,-4685.6,6365.6,D,
1093.6,261.9,338.1,3562.7,197.1,15073.2,-4686.8,6356.0,D,
1094.1,261.5,337.5,3558.5,197.3,15068.8,-4682.8,6364.0,D,
1094.5,261.6,338.1,3558.7,196.5,15080.0,-4695.2,6358.8,D,
1095.8,263.0,339.0,3559.3,196.4,15089.2,-4673.6,6352.4,D,
1099.2,262.6,340.7,3558.0,195.8,15064.4,-4690.8,6378.8,D,
1094.0,262.3,340.7,3557.9,195.6,15070.0,-4680.0,6367.6,D,
1093.1,262.5,341.4,3558.2,196.0,15071.6,-4672.4,6365.2,D,
