f1,f2,f3,f4,f5,ax,ay,az,posture,label
1085.6,287.1,440.3,3700.4,244.0,4250.4,13306.4,9327.2,0,K
1087.8,286.9,444.6,3701.4,243.9,4263.6,13303.6,9313.2,0,K
1087.4,282.8,445.0,3699.5,244.0,4265.2,13291.2,9314.0,0,K
1086.5,283.1,446.0,3699.2,242.1,4248.0,13331.6,9352.8,0,K
1086.3,283.4,445.6,3701.5,241.0,4248.8,13328.8,9334.4,0,K
1084.8,284.3,445.4,3700.6,240.5,4183.2,13326.8,9328.8,0,K
1085.1,284.8,445.6,3700.8,240.3,4138.0,13293.2,9358.0,0,K
1084.4,282.1,445.6,3701.8,240.3,4147.2,13234.8,9334.0,0,K
1086.3,281.5,444.7,3703.1,240.4,4131.2,13208.4,9352.4,0,K
1087.2,281.5,445.7,3706.3,240.4,4168.4,13124.0,9332.4,0,K
1085.0,283.3,445.4,3706.3,240.3,4129.2,13066.4,9349.2,0,K
1084.3,283.0,444.2,3705.2,240.3,4114.4,13090.0,9384.0,0,K
1084.8,283.9,443.8,3707.1,244.0,4128.0,13108.4,9359.6,0,K
1084.3,283.8,442.9,3707.1,244.1,4102.0,13116.8,9353.2,0,K
1083.9,282.9,443.2,3705.0,243.5,4088.4,13166.0,9424.0,0,K
1087.1,282.6,443.8,3705.2,242.8,4142.0,13192.4,9387.6,0,K
1086.3,283.0,444.1,3705.2,242.8,4127.6,13185.2,9445.2,0,K
1086.6,281.7,445.2,3704.6,242.8,4124.4,13182.0,9481.2,0,K
1082.7,288.6,446.7,3704.4,242.7,4087.6,13146.0,9438.4,0,K
1083.0,289.4,445.8,3702.2,242.6,4021.2,13209.6,9516.4,0,K
1083.9,288.5,445.2,3703.1,242.4,4005.2,13202.0,9524.4,0,K
1083.7,288.5,445.3,3702.7,242.3,3945.6,13257.2,9610.8,0,K
1083.7,286.8,445.6,3700.7,240.7,3994.0,13244.4,9643.6,0,K
1083.2,287.8,446.5,3701.3,240.8,3993.2,13174.8,9728.4,0,K
1082.5,289.2,446.6,3701.8,240.7,4015.2,13119.6,9741.2,0,K
1080.9,287.9,446.7,3702.0,241.7,3978.4,13057.2,9761.2,0,K
1081.8,287.9,447.2,3702.7,241.3,3998.0,13070.0,9710.0,0,K
1081.2,287.8,447.1,3702.3,241.1,3948.4,13066.4,9699.2,0,K
1083.1,280.7,446.4,3701.8,241.1,3892.4,13117.6,9790.0,0,K
1082.4,281.1,446.9,3701.1,241.1,3912.0,13162.4,9770.4,0,K
1082.4,281.6,447.6,3705.4,241.1,3909.6,13168.4,9813.2,0,K
1083.0,282.8,447.9,3705.4,240.8,3958.0,13115.2,9778.8,0,K
1082.6,282.7,447.4,3707.6,238.2,3936.0,13086.4,9807.2,0,K
1084.1,281.2,448.8,3707.0,237.6,3968.0,13049.6,9802.4,0,K
1086.2,280.9,448.6,3706.1,237.5,3978.8,13032.4,9821.2,0,K
1089.7,282.4,448.8,3706.2,237.2,3976.0,13065.2,9850.0,0,K
1090.1,282.4,447.7,3706.0,237.3,3929.6,13060.0,9980.0,0,K
1091.1,282.3,446.6,3706.6,237.5,3981.6,13078.0,10008.8,0,K
1091.0,283.0,447.3,3706.2,238.3,4012.4,13056.8,10020.8,0,K
1091.5,281.3,446.8,3706.1,238.2,3998.0,13054.8,10087.2,0,K
1091.0,281.5,447.1,3699.8,236.8,4022.0,13025.2,10077.6,0,K
1089.0,280.9,447.3,3700.2,237.3,4011.2,13018.8,10113.2,0,K
1097.4,281.6,447.4,3700.0,237.7,3997.2,13019.2,10099.2,0,K
1098.5,281.9,444.5,3700.2,238.2,3977.6,13040.4,10094.8,0,K
1097.7,281.5,444.8,3700.6,238.1,3951.2,13025.6,10028.4,0,K
1094.0,280.8,445.4,3698.3,237.5,3931.6,13033.6,10058.4,0,K
1093.0,280.2,445.4,3697.7,239.9,3952.8,13014.0,9968.4,0,K
1092.4,280.6,446.0,3696.9,239.2,3876.4,13029.2,9943.6,0,K
1093.1,279.8,445.5,3696.8,238.5,3915.6,13014.8,9909.6,0,K
1092.9,281.6,446.0,3697.1,238.5,3958.4,12936.0,9841.6,0,K
1092.5,281.0,445.9,3697.1,239.6,3963.6,12950.0,9860.4,0,K
1095.1,279.2,445.7,3696.7,239.2,3987.6,12898.8,9830.0,0,K
1087.1,279.2,447.0,3696.5,239.4,4032.4,12910.4,9792.4,0,K
1085.9,279.1,447.4,3696.1,239.4,4058.0,12894.4,9824.0,0,K
1095.6,279.1,448.3,3695.5,239.7,4104.8,12888.4,9844.0,0,K
1095.5,280.3,447.6,3697.4,240.0,4129.2,12923.2,9840.8,0,K
1096.3,279.7,449.5,3698.3,237.8,4170.0,12940.0,9840.8,0,K
1095.3,278.8,449.2,3698.7,236.5,4177.2,12932.4,9865.2,0,K
1094.6,278.7,448.7,3698.8,236.5,4105.2,12974.8,9887.6,0,K
1093.8,278.3,448.4,3698.7,236.6,4019.2,12982.4,9884.8,0,K
1094.7,277.8,448.3,3700.3,237.3,3932.0,12920.8,9812.4,0,K
1094.3,278.0,447.2,3700.1,237.0,3835.6,12908.4,9770.8,0,K
1094.3,278.8,446.3,3700.0,236.5,3716.4,12890.0,9782.8,0,K
1095.0,279.1,446.8,3707.9,236.6,3648.8,12977.6,9762.4,0,K
1085.8,278.8,445.5,3709.5,237.2,3576.4,13076.0,9742.0,0,K
1086.8,277.7,445.7,3709.3,237.2,3530.0,13090.0,9817.2,0,K
1088.1,279.0,444.2,3708.5,237.3,3480.8,13162.4,9816.8,0,K
1089.7,279.8,444.5,3708.9,239.3,3508.0,13190.0,9836.4,0,K
1091.5,280.1,445.5,3709.3,239.3,3531.6,13158.4,9892.0,0,K
1092.6,280.2,444.9,3710.8,239.1,3504.8,13206.8,9996.4,0,K
1088.4,279.7,443.8,3709.2,238.8,3462.8,13300.0,10102.8,0,K
1088.0,280.8,444.5,3712.4,240.6,3461.6,13342.4,10104.8,0,K
1087.8,279.9,444.1,3713.1,241.0,3414.0,13339.6,10112.8,0,K
1087.1,279.9,443.7,3705.4,240.0,3384.0,13318.0,10080.8,0,K
1086.8,281.5,444.1,3707.2,240.1,3324.4,13299.2,10115.6,0,K
1087.5,282.8,443.9,3704.7,240.3,3276.4,13261.6,10007.2,0,K
1086.4,282.7,444.1,3704.8,240.3,3207.6,13253.2,9989.2,0,K
1091.9,283.3,443.8,3704.0,240.3,3123.6,13242.0,10007.6,0,K
1091.5,284.0,443.7,3703.6,240.3,3124.8,13232.4,9897.6,0,K
1092.5,283.6,444.3,3702.0,240.6,3099.2,13226.8,9892.8,0,K
1095.1,281.6,444.9,3702.0,240.1,3122.0,13214.0,9850.4,0,K
1095.4,282.0,444.3,3698.8,238.9,3083.6,13272.8,9884.4,0,K
1095.6,282.3,446.6,3698.1,238.8,3126.8,13246.0,9972.8,0,K
1095.6,282.3,447.0,3698.3,239.9,3132.4,13180.4,9933.6,0,K
1096.0,281.7,447.0,3693.4,239.3,3115.2,13188.8,9953.6,0,K
1095.9,280.7,447.0,3696.4,239.2,3118.4,13185.6,9937.6,0,K
1095.5,280.7,446.5,3696.8,239.0,3075.2,13178.0,9945.2,0,K
1086.8,279.2,446.6,3696.7,238.5,3078.4,13221.2,9885.2,0,K
1086.7,279.4,444.8,3697.0,238.5,2988.8,13262.8,9864.0,0,K
1078.4,278.0,445.0,3696.9,238.3,2955.6,13363.6,9728.8,0,K
1078.5,280.0,445.5,3697.1,239.0,2884.8,13442.4,9660.0,0,K
1078.0,279.8,446.7,3694.9,239.0,2863.2,13419.2,9647.6,0,K
1078.0,280.0,444.8,3694.8,239.1,2874.4,13480.8,9517.2,0,K
1078.4,279.5,444.7,3694.4,239.4,2886.0,13530.8,9577.2,0,K
1078.0,279.2,444.8,3696.3,240.2,2942.8,13521.2,9498.4,0,K
1074.7,279.3,445.0,3695.6,240.2,2965.6,13588.4,9529.6,0,K
1073.2,281.1,446.6,3693.0,240.3,3022.4,13575.2,9551.6,0,K
1075.0,281.5,446.6,3693.5,240.6,3028.4,13520.8,9488.0,0,K
1080.0,281.5,448.3,3692.9,240.7,3030.0,13522.0,9562.4,0,K
1087.2,282.3,448.4,3692.6,241.0,3116.8,13395.2,9560.8,0,K
1088.7,283.4,448.9,3698.2,240.9,3150.4,13350.4,9636.0,0,K
1089.2,282.9,449.0,3700.6,239.7,3174.8,13364.4,9585.6,0,K
1089.2,283.4,448.8,3700.6,240.0,3092.0,13364.0,9617.2,0,K
1096.8,284.0,448.8,3700.5,239.7,3014.4,13394.4,9565.2,0,K
1096.7,284.1,448.7,3701.8,238.7,2928.4,13449.2,9533.2,0,K
1099.3,283.8,448.9,3702.2,238.6,2864.4,13478.8,9498.4,0,K
1100.7,281.9,447.7,3704.0,238.6,2825.6,13497.6,9394.8,0,K
1101.2,282.6,448.0,3704.7,238.8,2768.4,13574.8,9497.6,0,K
1095.5,283.1,448.2,3705.1,238.6,2768.8,13641.6,9405.2,0,K
1095.4,282.8,448.4,3706.2,238.6,2689.2,13718.8,9418.0,0,K
1095.4,282.5,448.0,3700.4,238.9,2672.0,13706.8,9383.6,0,K
1095.6,282.8,447.9,3700.2,239.9,2631.6,13737.2,9424.8,0,K
1095.5,282.2,448.3,3700.1,239.4,2612.8,13765.2,9426.4,0,K
1089.6,282.2,448.3,3700.1,239.4,2598.4,13740.0,9436.8,0,K
1090.1,281.9,448.3,3699.1,239.5,2594.0,13726.4,9461.2,0,K
1086.9,283.2,448.8,3699.4,239.6,2590.0,13665.2,9476.4,0,K
1087.1,283.9,452.8,3699.7,239.7,2582.0,13640.8,9494.4,0,K
1087.5,283.8,452.8,3699.2,240.3,2611.2,13628.4,9431.2,0,K
1087.5,282.4,452.8,3698.9,240.9,2634.0,13572.8,9510.0,0,K
1088.0,282.4,452.4,3698.0,240.8,2666.0,13564.4,9528.0,0,K
1087.9,282.8,452.7,3697.9,238.2,2697.6,13561.2,9619.6,0,K
1088.1,283.8,452.8,3697.9,238.1,2731.6,13510.0,9584.8,0,K
1086.6,283.4,452.5,3697.8,237.7,2730.8,13559.2,9563.2,0,K
1084.2,283.7,452.7,3697.8,237.8,2748.4,13608.4,9548.0,0,K
1083.9,282.7,452.1,3697.2,238.2,2720.0,13539.2,9567.2,0,K
1086.4,280.6,451.4,3697.0,238.5,2700.8,13560.8,9533.6,0,K
1086.4,279.4,446.4,3696.8,238.2,2682.8,13564.4,9576.0,0,K
1086.0,278.9,446.2,3697.2,237.6,2691.6,13512.0,9578.0,0,K
1084.3,279.3,446.4,3696.7,237.1,2674.4,13526.8,9600.8,0,K
1083.1,279.7,446.7,3696.8,236.9,2701.6,13514.0,9601.6,0,K
1082.9,278.8,445.4,3696.9,239.2,2683.6,13485.6,9562.8,0,K
1082.6,278.5,445.6,3696.9,239.5,2694.0,13485.2,9607.2,0,K
1082.4,278.3,444.8,3697.0,240.2,2717.6,13425.2,9632.8,0,K
1077.9,279.0,444.6,3696.6,240.1,2731.2,13354.8,9663.6,0,K
1077.8,280.3,443.4,3696.6,239.6,2801.6,13356.4,9669.2,0,K
1076.8,281.4,443.6,3696.3,239.5,2832.0,13369.2,9714.0,0,K
1078.2,280.9,444.8,3696.6,240.0,2860.4,13402.4,9725.2,0,K
1078.8,282.7,444.2,3695.6,240.0,2860.4,13428.0,9700.4,0,K
1078.8,282.7,444.0,3696.1,240.0,2889.2,13475.2,9647.6,0,K
1081.5,284.9,444.1,3696.4,240.2,2864.8,13519.2,9630.0,0,K
1084.8,285.6,445.1,3696.5,240.2,2841.2,13607.6,9498.8,0,K
1085.9,281.3,444.7,3696.6,240.2,2800.0,13714.4,9412.0,0,K
1083.2,281.1,445.5,3696.6,239.8,2834.0,13686.8,9340.0,0,K
1087.0,280.2,444.9,3697.9,240.1,2844.4,13683.6,9266.0,0,K
1088.0,279.7,446.5,3697.9,240.2,2836.8,13726.4,9218.8,0,K
1088.6,279.7,445.9,3700.0,240.2,2883.2,13703.6,9132.4,0,K
1085.1,280.3,445.6,3700.7,240.0,2930.4,13698.8,9097.2,0,K
1085.3,279.9,446.1,3700.4,240.0,2974.8,13711.2,9133.2,0,K
1085.6,279.3,446.1,3701.0,242.1,2984.0,13692.8,9133.2,0,K
1083.8,276.7,446.0,3701.8,241.9,3040.0,13639.2,9129.6,0,K
1079.2,275.2,446.1,3702.0,241.9,3112.4,13527.6,9151.2,0,K
1077.8,278.9,444.2,3701.9,241.0,3179.2,13454.0,9129.2,0,K
1082.3,280.0,444.4,3701.9,241.3,3183.6,13525.6,9124.0,0,K
1083.0,280.3,445.1,3703.7,241.1,3216.0,13592.8,9129.6,0,K
1081.9,280.8,443.7,3699.2,241.7,3177.6,13651.2,9123.2,0,K
1082.1,280.8,444.1,3697.3,246.4,3167.6,13696.4,9132.4,0,K
1084.3,281.4,444.2,3696.3,246.4,3164.4,13682.0,9062.4,0,K
1084.4,280.9,444.5,3697.3,246.2,3164.0,13732.0,9010.8,0,K
1085.9,281.5,444.5,3696.7,244.1,3172.8,13707.6,8966.0,0,K
1084.2,287.7,444.4,3695.2,244.4,3159.2,13752.8,8936.8,0,K
1085.7,287.1,443.8,3695.0,244.4,3137.2,13851.6,8941.6,0,K
1087.4,287.7,446.0,3695.0,246.0,3132.0,13864.4,8965.2,0,K
1086.3,287.1,445.9,3703.9,246.0,3124.8,13858.4,8960.0,0,K
1085.2,286.9,445.9,3701.2,246.6,3106.4,13877.2,8966.8,0,K
1085.1,287.0,447.5,3705.9,246.2,3142.4,13870.0,8934.4,0,K
1084.9,286.8,447.5,3705.8,241.4,3114.8,13877.2,9000.0,0,K
1083.4,285.9,447.7,3705.8,241.4,3100.0,13896.8,8986.8,0,K
1081.7,285.6,447.8,3705.4,241.9,2976.4,13911.6,8936.4,0,K
1081.5,285.1,448.3,3704.7,241.9,2942.8,13964.0,8964.4,0,K
1083.1,279.1,449.0,3707.8,241.8,2953.6,13942.8,8994.8,0,K
1083.0,284.1,449.5,3709.3,241.9,3036.8,13919.2,9069.6,0,K
1081.0,283.9,449.2,3709.4,241.2,3125.6,13866.0,9176.8,0,K
1082.0,284.3,449.2,3700.4,242.1,3208.4,13778.4,9233.6,0,K
1083.1,283.5,448.7,3700.4,241.4,3218.8,13736.8,9272.4,0,K
1083.2,282.0,448.5,3699.7,240.7,3242.4,13708.0,9269.6,0,K
1083.7,277.9,448.5,3699.9,240.3,3231.6,13649.2,9238.8,0,K
1074.4,278.3,448.4,3699.3,240.5,3232.4,13636.4,9278.0,0,K
1078.8,279.9,446.7,3699.1,239.8,3363.2,13568.8,9320.0,0,K
1078.7,279.9,445.7,3699.6,239.8,3404.0,13501.6,9404.8,0,K
1078.7,281.3,445.1,3696.6,239.9,3413.2,13472.8,9386.0,0,K
1078.7,278.4,445.1,3695.5,239.8,3336.8,13484.4,9374.8,0,K
1079.3,278.4,445.0,3695.1,239.8,3319.6,13562.8,9307.6,0,K
1078.5,278.5,444.7,3693.0,237.6,3324.4,13522.0,9276.0,0,K
1075.9,278.7,445.3,3693.0,237.9,3383.6,13471.6,9208.0,0,K
1075.7,279.9,445.5,3693.0,238.3,3416.4,13460.8,9308.0,0,K
1079.0,283.1,445.6,3692.7,238.8,3535.6,13449.6,9254.0,0,K
1089.8,284.0,445.7,3691.5,239.1,3533.6,13461.6,9323.2,0,K
1087.0,281.9,447.3,3690.9,239.5,3560.4,13486.4,9368.0,0,K
1086.2,282.1,447.8,3691.0,239.4,3602.0,13469.2,9275.6,0,K
1086.5,281.6,447.6,3690.5,239.4,3624.0,13498.0,9254.4,0,K
1086.5,282.5,446.1,3691.9,239.5,3642.4,13521.2,9202.8,0,K
1086.3,281.4,446.4,3691.5,239.7,3575.2,13519.6,9147.2,0,K
1087.4,280.9,447.0,3693.1,241.0,3519.6,13625.2,9108.8,0,K
1090.6,280.3,446.6,3693.1,240.7,3478.8,13703.6,9047.6,0,K
1091.0,279.4,446.9,3693.3,240.8,3424.8,13700.8,9016.0,0,K
1087.9,280.4,446.8,3692.8,240.8,3382.4,13717.6,9014.4,0,K
1090.3,283.4,446.9,3694.3,240.2,3408.4,13706.4,8896.0,0,K
1090.5,284.1,446.8,3694.4,240.2,3345.6,13708.0,8872.0,0,K
1090.9,284.7,446.9,3694.0,242.4,3328.8,13736.8,8848.8,0,K
1090.2,284.7,447.0,3694.3,242.3,3282.8,13760.4,8880.0,0,K
1090.4,284.4,448.2,3692.3,242.2,3296.8,13761.6,8844.4,0,K
1088.9,291.6,448.0,3692.7,241.9,3314.8,13735.2,8860.8,0,K
1088.7,292.9,447.6,3693.3,245.0,3314.0,13735.2,8922.8,0,K
1088.1,293.1,447.4,3692.7,245.0,3314.4,13741.6,8982.4,0,K
1088.0,295.0,447.4,3693.1,245.0,3318.4,13750.0,8970.8,0,K
1087.3,295.6,447.5,3691.9,245.0,3298.4,13776.4,8967.6,0,K
1084.6,291.0,447.2,3692.1,245.0,3276.8,13786.0,9041.2,0,K
1083.4,290.6,447.2,3690.0,246.7,3299.2,13768.4,8998.0,0,K
1083.5,290.1,447.1,3690.5,243.5,3259.2,13798.0,8987.2,0,K
1084.5,289.9,447.1,3690.1,243.5,3244.0,13804.8,8972.0,0,K
1083.2,289.7,447.2,3690.3,243.5,3218.8,13780.8,9011.2,0,K
1084.9,288.5,447.5,3688.5,243.6,3209.2,13787.6,8987.6,0,K
1088.3,287.8,448.0,3688.2,240.5,3204.0,13812.0,8950.8,0,K
1089.7,288.6,448.5,3687.7,240.5,3212.0,13824.8,8929.6,0,K
1088.5,286.6,448.2,3686.6,239.9,3270.0,13853.2,8946.4,0,K
1088.8,286.1,448.1,3688.4,240.2,3325.6,13821.6,8971.2,0,K
1089.0,287.0,448.2,3687.9,239.7,3331.2,13768.4,8950.8,0,K
1090.3,288.6,448.0,3689.9,238.0,3308.0,13699.6,8934.0,0,K
1089.8,289.0,448.0,3681.9,239.7,3298.0,13677.2,8969.6,0,K
1089.4,290.6,448.2,3682.3,240.2,3308.8,13800.8,8985.2,0,K
1090.5,290.5,448.5,3681.3,240.2,3342.8,13783.2,8982.4,0,K
1090.9,286.0,448.4,3682.5,240.2,3344.8,13826.8,9011.2,0,K
1087.4,286.0,448.2,3682.8,241.8,3325.6,13895.6,9013.2,0,K
1085.9,285.8,448.3,3683.3,241.6,3317.6,13838.8,9024.8,0,K
1087.1,286.9,448.5,3684.4,242.2,3297.6,13751.2,8972.0,0,K
1086.4,286.8,448.4,3683.0,243.6,3282.8,13726.8,8916.8,0,K
1085.9,286.6,448.4,3683.3,242.9,3296.0,13701.2,8875.2,0,K
1085.8,284.7,448.4,3682.4,242.9,3246.8,13752.0,8828.4,0,K
1086.6,284.4,448.2,3689.4,241.8,3197.6,13872.4,8784.8,0,K
1086.6,284.6,448.0,3690.6,241.3,3191.2,13786.0,8790.0,0,K
1089.4,283.7,447.9,3690.2,241.3,3220.4,13820.8,8802.0,0,K
1089.0,282.9,447.8,3685.6,241.3,3290.4,13876.0,8896.8,0,K
1088.8,279.7,448.1,3684.6,239.7,3436.4,13904.0,8895.6,0,K
1089.0,279.5,448.1,3684.5,239.9,3430.8,13782.0,8981.6,0,K
1088.6,279.6,447.9,3684.8,239.4,3421.2,13778.4,8966.8,0,K
1089.2,276.8,448.0,3685.2,237.7,3334.8,13800.8,8920.8,0,K
1089.3,276.1,448.3,3683.4,239.0,3319.2,13828.4,8881.2,0,K
1089.2,277.2,449.4,3683.9,238.9,3430.8,13786.0,8889.6,0,K
1090.3,278.4,449.7,3684.8,239.4,3512.4,13669.2,8920.0,0,K
1090.0,276.9,449.7,3683.3,239.4,3566.8,13630.0,8805.2,0,K
1089.6,277.6,449.1,3683.9,239.5,3476.0,13701.6,8695.2,0,K
1088.9,278.0,449.4,3684.7,239.5,3362.8,13655.2,8578.4,0,K
1089.3,282.7,448.3,3684.7,239.5,3218.4,13611.2,8520.8,0,K
1089.4,282.2,448.4,3683.8,241.1,3168.4,13824.8,8399.6,0,K
1089.4,281.4,448.5,3678.8,243.2,3167.2,13915.6,8396.0,0,K
1089.7,284.8,448.7,3678.0,243.2,3240.8,13914.0,8486.0,0,K
1091.7,286.7,448.6,3680.1,243.1,3238.4,14012.4,8610.8,0,K
1091.7,285.2,448.3,3679.4,243.2,3206.8,14150.4,8607.2,0,K
1090.5,284.0,448.2,3679.2,243.2,3177.2,14230.4,8557.2,0,K
1090.2,283.9,448.2,3678.2,243.2,3127.6,14254.4,8618.0,0,K
1089.1,282.5,448.7,3676.4,243.0,3188.4,14165.2,8646.8,0,K
1088.5,282.3,448.2,3679.9,243.0,3237.2,14127.2,8621.2,0,K
1088.6,280.9,448.3,3676.6,242.9,3278.4,14092.4,8621.6,0,K
1088.5,280.7,448.2,3676.1,241.3,3314.8,14063.2,8594.4,0,K
1090.3,280.7,448.1,3679.2,238.4,3296.8,14078.0,8589.2,0,K
1089.8,280.7,447.3,3679.1,238.4,3272.8,14159.2,8542.4,0,K
1082.9,279.7,446.8,3676.6,238.5,3294.0,14162.0,8456.0,0,K
1082.4,280.7,446.5,3675.1,238.3,3274.8,14158.0,8632.8,0,K
1080.1,281.3,446.6,3674.4,238.6,3315.6,14134.4,8678.4,0,K
1080.0,280.9,446.6,3672.4,237.0,3263.2,14074.4,8706.0,0,K
1079.0,281.7,446.7,3670.6,237.1,3165.2,14022.4,8732.0,0,K
1080.3,281.9,447.3,3667.2,237.1,3103.2,13935.2,8691.2,0,K
1078.9,282.1,447.9,3671.5,237.1,3038.4,13856.8,8750.0,0,K
1078.5,283.2,447.8,3673.5,237.4,3073.2,13870.0,8797.2,0,K
1077.2,284.0,447.9,3674.4,238.7,3154.8,13851.6,8796.8,0,K
1078.4,283.0,448.5,3676.2,238.7,3120.4,13787.2,8829.6,0,K
1083.6,280.5,448.8,3677.6,238.4,3078.8,13797.2,8833.2,0,K
1083.3,279.3,448.4,3680.6,238.6,3034.4,13792.8,8706.8,0,K
1092.2,280.5,448.2,3681.6,238.2,2940.8,13772.8,8704.8,0,K
1092.5,280.2,448.0,3684.2,239.8,2938.8,13826.0,8724.0,0,K
1092.4,279.8,448.2,3687.9,239.8,2946.8,13905.6,8789.2,0,K
1092.3,280.2,448.0,3692.4,240.1,2959.2,13984.4,8884.8,0,K
1092.6,280.5,447.9,3692.2,239.1,2944.0,13980.8,8922.0,0,K
1095.4,279.6,447.3,3691.2,238.8,2847.6,13916.4,8990.4,0,K
1095.6,278.0,447.0,3692.5,238.8,2756.4,13848.8,9031.2,0,K
1094.8,278.9,447.4,3691.4,238.7,2688.8,13821.2,9018.8,0,K
1094.2,281.4,448.7,3693.2,239.0,2659.2,13808.4,8999.6,0,K
1094.3,283.3,448.3,3693.3,239.1,2667.6,13810.8,8995.6,0,K
1087.1,281.7,448.2,3692.9,239.2,2696.4,13785.6,9090.8,0,K
1088.9,283.1,448.6,3693.8,239.6,2817.6,13755.6,9020.8,0,K
1088.9,283.0,449.2,3694.6,239.6,2845.2,13749.2,9024.4,0,K
1088.1,285.7,449.5,3694.7,239.3,2874.4,13708.0,9062.8,0,K
1089.5,284.9,449.8,3695.3,240.5,2920.0,13769.2,9018.8,0,K
1085.8,285.2,450.5,3696.2,240.8,2922.8,13860.8,9046.8,0,K
1086.2,285.7,450.8,3694.6,240.8,2978.0,13937.6,9036.4,0,K
1085.4,284.9,450.4,3695.2,240.9,3035.6,13966.0,9142.0,0,K
1085.2,285.2,450.0,3693.6,240.7,3087.6,13936.8,9289.6,0,K
1085.9,283.4,450.5,3694.7,240.6,3132.4,13842.4,9294.4,0,K
1085.5,283.3,450.4,3694.8,240.6,3084.4,13806.8,9272.4,0,K
1084.9,282.4,450.5,3694.8,240.3,2989.6,13792.0,9327.6,0,K
1084.9,283.4,449.8,3694.6,239.4,2963.6,13757.6,9288.0,0,K
1083.2,281.3,449.2,3694.6,239.2,2963.6,13745.6,9263.2,0,K
1082.8,278.4,449.4,3694.2,239.0,2942.4,13710.0,9250.0,0,K
1084.3,279.0,449.3,3693.9,238.7,2934.4,13626.4,9250.4,0,K
1078.7,279.6,449.3,3694.3,237.8,2898.4,13590.4,9225.2,0,K
1079.2,280.1,449.3,3694.8,237.7,2914.0,13546.0,9239.2,0,K
1079.9,279.9,448.1,3695.7,237.8,2951.6,13462.8,9184.8,0,K
1079.4,282.3,447.6,3694.7,236.1,2961.2,13492.4,9224.8,0,K
1080.3,282.2,447.9,3694.7,236.1,3011.6,13470.0,9237.2,0,K
1079.4,282.6,447.5,3694.2,236.0,3080.0,13401.6,9131.6,0,K
1079.4,283.0,447.5,3694.2,236.9,3093.2,13498.0,9200.4,0,K
1082.2,282.4,447.8,3693.7,237.1,3107.2,13471.6,9248.4,0,K
1082.8,286.2,447.7,3691.8,237.3,3173.2,13490.0,9230.0,0,K
1082.8,286.5,446.1,3697.1,236.3,3262.0,13603.6,9190.4,0,K
1087.5,287.0,446.0,3694.7,237.5,3302.4,13534.8,9178.4,0,K
1087.7,287.1,446.3,3694.4,237.6,3275.6,13612.8,8972.4,0,K
1088.0,287.4,446.8,3694.4,237.6,3182.0,13680.4,9002.0,0,K
1087.4,286.3,447.5,3694.4,239.7,3165.6,13602.4,8952.0,0,K
1087.4,286.3,448.4,3694.7,240.6,3129.6,13771.6,8862.0,0,K
1087.3,285.7,448.8,3695.8,240.6,3053.2,13936.0,8993.2,0,K
1085.6,284.8,448.8,3695.8,240.9,3116.8,13830.0,8884.0,0,K
1085.6,284.6,447.2,3700.9,241.2,3056.4,13942.8,8860.8,0,K
1086.0,284.3,446.8,3702.1,241.1,3033.2,13947.2,8871.2,0,K
1085.7,284.2,448.3,3696.4,242.8,2989.2,13823.2,8834.0,0,K
1085.3,284.6,448.3,3699.0,242.9,2893.6,13932.0,8851.6,0,K
1085.2,284.5,447.6,3699.0,242.9,2874.0,13960.4,8897.6,0,K
1084.7,283.4,447.6,3699.0,242.0,2881.2,13970.4,8797.2,0,K
1086.3,283.5,448.2,3698.9,241.8,2847.2,14069.6,8808.8,0,K
1076.4,283.9,447.3,3698.6,240.9,2882.4,13996.0,8731.6,0,K
1077.0,284.3,447.1,3696.9,241.2,2838.8,13996.0,8640.0,0,K
1078.7,283.8,447.1,3696.2,240.9,2757.2,14048.4,8670.0,0,K
1077.6,283.6,448.6,3689.9,240.6,2724.8,14057.6,8502.0,0,K
1076.5,283.6,447.0,3689.4,240.7,2558.0,14146.0,8526.8,0,K
1075.7,282.6,447.2,3690.3,240.1,2520.8,14225.6,8427.6,0,K
1076.5,281.5,447.3,3690.6,240.0,2436.0,14222.0,8360.4,0,K
1076.9,281.4,447.8,3690.9,240.0,2396.4,14235.2,8369.6,0,K
1077.2,281.9,447.3,3692.1,241.0,2379.6,14272.8,8316.0,0,K
1080.5,281.8,446.6,3691.4,240.9,2261.2,14311.2,8332.0,0,K
1089.3,281.9,446.6,3691.1,240.9,2247.6,14366.4,8354.0,0,K
1088.8,282.2,445.2,3691.8,240.7,2181.2,14372.8,8408.8,0,K
1086.5,283.6,446.2,3692.4,240.6,2177.2,14412.8,8434.4,0,K
1086.1,283.5,446.4,3693.9,240.6,2242.0,14356.0,8467.6,0,K
1085.6,282.8,447.7,3694.9,240.8,2298.0,14307.2,8459.6,0,K
1086.7,283.6,447.3,3694.6,239.8,2318.8,14276.8,8544.4,0,K
1086.7,284.0,447.5,3694.4,239.5,2404.0,14240.0,8624.4,0,K
1087.3,284.3,447.5,3693.8,239.5,2414.0,14204.4,8731.6,0,K
1085.8,285.4,447.8,3692.5,239.5,2439.2,14179.2,8808.0,0,K
1081.3,285.0,448.2,3693.3,239.8,2505.2,14161.6,8814.8,0,K
1084.0,284.8,448.3,3693.8,239.8,2485.2,14113.2,8866.0,0,K
1083.9,284.6,449.6,3694.0,239.7,2554.0,14048.8,8852.4,0,K
